IdParticipante;IdCodigoIbge;Participante;Endereco;Bairro;Pais;Segmento;Cep
638874765235200;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.PROF.FRANCISCO MORATO 2718;BUTANTA;;;
638874765263130;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.HENRIQUE SCHAUMANN 80;PINHEIROS;;;
638874765268425;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.GENERAL EDGAR FACO 740;PIQUERI;;;
638874765291075;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA LEITE DE MORAES 107;SANTANA;;;
638874765338190;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DR. JOAO RIBEIRO 304;PENHA DE FRANCA;;;
638874765351555;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.ARICANDUVA 5555;J ARICANDUVA;;;
638874765359115;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.ARICANDUVA 5555;J ARICANDUVA;;;
638874765361275;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.BRIGADEIRO FARIA LIMA 2232;JARDIM PAULISTANO;;;
638874765362490;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.CAPITAO TIAGO LUZ 49;SANTO AMARO;;;
638874765394350;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. CARLOS GOMES 700;BOA VISTA;;;
638874765404505;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. AFONSO PENA 705;CENTRO;;;
638874765431235;3518800;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ROD. PRES. DUTRAKM397/650 SN;ITAPEGICA;;;
638874765432300;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DEP. EMILIO CARLOS 3371;LIMAO;;;
638874765453180;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DAS AMERICAS 500;BARRA DA TIJUCA;;;
638874765473055;3534401;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.DOS AUTONOMISTAS 1542;VILA YARA;;;
638874765486420;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.GUAMIRANGA 301;VILA INDEPENDENCIA;;;
638874765592665;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOMINGOS DE MORAES 1954;VILA MARIANA;;;
638874765620070;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MARIA CANDIDA 1676;VILA GUILHERME;;;
638874765628845;3543402;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.SAO JOSE 933;CENTRO;;;
638874765660000;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.ARICANDUVA 4840;JD NOVA YORK;;;
638874765671805;2611606;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. AGAMENON MAGALHAES, 990;PARQUE AMORIM;;;
638874765678660;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.REGENTE FEIJO 1739;V. REGENTE FEIJO;;;
638874765692025;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. ASSIS BRASIL 3522;SAO JOAO;;;
638874765694575;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";TRAVESSA DA BRANDURA 506;VILA DA PENHA;;;
638874765748620;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. MUTINGA S/N;PQ ANHANGUERA;;;
638874765756000;3543402;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.CEL.FERNANDO FERREIRA LEITE 1540;JARDIM CALIFOR;;;
638874765763710;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.DOMINGOS DE MORAES 719;VILA MARIANA;;;
638874765769635;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";PRACA DAS NACOES 252;BONSUCESSO;;;
638874765772215;3522505;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.CESARIO DE ABREU 194;CENTRO;;;
638874765797730;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";PRACA CRISTIANO OTONI S/N;CENTRO;;;
638874765807885;3302403;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. CARLOS AUGUSTO TINOCO GARCIA, S/N;RIVIERA FLUMINENSE;;;
638874765854325;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA JAMES HOLLAND 668;PACAEMBU;;;
638874765888030;3303401;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";PRACA PRES. GETULIO VARGAS 139;CENTRO;;;
638874765894420;2611606;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DEZESSETE DE AGOSTO 584;CASA FORTE;;;
638874765908295;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. BRAS DE PINA 362;PENHA;;;
638874765929385;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOS ANDRADAS 1685;CENTRO;;;
638874765931380;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOS ANDRADAS 1001;CENTRO;;;
638874766005765;3548708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. SENADOR VERGUEIRO 2000;JARDIM 3 MARIAS;;;
638874766021560;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. ALCANTARA MACHADO 2078;BRAS;;;
638874766033200;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. RIO DAS PEDRAS 555;JARDIM ARICANDUVA;;;
638874766035045;2611606;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA GIRIQUITI 48;CENTRO;;;
638874766040220;3303906;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DO IMPERADOR 786;CENTRO;;;
638874766064100;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. NAZARE 1674;IPIRANGA;;;
638874766075185;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. VICENTE DE CARVALHO 909;VICENTE DE CARVALHO;;;
638874766112700;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CHILE 2134;REBOU√É¬áAS;;;
638874766113900;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV ESTADOS, DOS 747;ANCHIETA;;;
638874766150785;3300233;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. JOSE BENTO RIBEIRO DANTAS 100;PRAIA DO CANTO;;;
638874766176150;3301009;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DR. NILO PECANHA 5;PARQUE SANTO AMARO;;;
638874766198560;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. ASSIS BRASIL 4320;JD LINDOIA;;;
638874766252530;3503307;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DONA RENATA 4785;CENTRO;;;
638874766268640;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DR. GASTAO VIDIGAL 1209;VILA LEOPOLDINA;;;
638874766278045;3518800;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. PAULO FACCINI 1058;MACEDO;;;
638874766295370;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. MARGINAL DO RIO PINHEIROS 16741;JD PANORAMA;;;
638874766351770;4113700;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. HIGIENOPOLIS 839;CENTRO;;;
638874766356900;3548708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV BRIGADEIRO FARIA LIMA 3109;CENTRO;;;
638874766358115;3548500;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DR. CLAUDIO LUIZ DA COSTA 129;JABAQUARA;;;
638874766370265;3516200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DR. ISMAEL ALONSO Y ALONSO 2340;SAO JOSE;;;
638874766407000;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CATAO 72;VILA ROMANA;;;
638874766420635;4104808;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. BRASIL 5400;CENTRO;;;
638874766423215;4119905;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. BONIFACIO VILELA 633;CENTRO;;;
638874766463310;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. JACU PESSEGO 5550;VILA JACUI;;;
638874766530900;3131307;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. PEDRO LINHARES GOMES 3900;BAIRRO INDUSTRIAL;;;
638874766537395;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DOM HELDER CAMARA 5895;ENGENHO DE DENTRO;;;
638874766553190;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA PROF. PEDRO VIRIATO PARIGOT DE SOUZA 600;MOSSUNGUE;;;
638874766560045;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. GETULIO VARGAS 1300;FUNCIONARIOS;;;
638874766565340;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RODOVIA BR 356 3049;BELVEDERE;;;
638874766581135;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV GUPE 10767;ITAQUI;;;
638874766599630;3304904;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.SAO GONCALO 100;BOA VISTA;;;
638874766636080;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.BORBA GATO, 59;SANTO AMARO;;;
638874766669515;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CONSELHEIRO MOREIRA DE BARROS 2780;MANDAQUI;;;
638874766690605;5103403;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA RUBENS DE MENDON√É¬áA 3300;BOSQUE SAUDE;;;
638874766758795;2611606;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOUTOR JOAO SANTOS FILHO 255;CASA FORTE;;;
638874766865715;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA EDUARDO PRADO 425;CAVALHADA;;;
638874766881510;5002704;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA PRESIDENTE ERNESTO GEISEL 2300;JARDIM JOCKEY CLUB;;;
638874766898955;3505500;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";VIA CONSELHEIRO ANTONIO PRADO 1400;PEDRO CAVALINI;;;
638874766926750;3538709;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV ARMANDO SALLES DE OLIVEIRA 2199;CENTRO;;;
638874766935090;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RODOVIA RAPOSO TAVARES S/N;JD BOA VISTA;;;
638874766945395;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA  AUGUSTA 1856;CERQUEIRA CESAR;;;
638874766954140;3552809;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.DO TESOURO 414;PARQUE SANTOS DUMONT;;;
638874766969935;3303500;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. GOVERNADOR ROBERTO SILVEIRA 540;CENTRO;;;
638874767026095;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. MUNHOZ DA ROCHA 513;CABRAL;;;
638874767047185;4205407;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA FREI CANECA 121;AGRONOMICA;;;
638874767064030;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. PRES. CARLOS LUZ 3001;CAICARA;;;
638874767096055;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R.BRIGADEIRO FRANCO 2300;CENTRO;;;
638874767106135;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA DR. ANTONIO MARIA LAET N. 566;PARADA INGLESA;;;
638874767112360;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. CRISTIANO MACHADO, 4000;SAO PAULO;;;
638874767143170;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV DOS ESTADOS 111;SAO JOAO;;;
638874767164605;3170206;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV RONDON PACHECO 1311;TABAJARAS;;;
638874767167470;3170206;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA PAULO GRACINDO N. 15;MORADA DA COLINA;;;
638874767196465;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA PAULISTA 2064;BELA VISTA;;;
638874767253000;4119905;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA ERMELINO LEAO 703;CENTRO;;;
638874767258160;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV PASTOR MARTIN LUTHER KING JR 126;DEL CASTILHO;;;
638874767324475;5103403;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV JOSE MONTEIRO DE FIGUEIREDO (DOUTOR ZELITO) 500;DUQUE DE CAXIAS;;;
638874767327700;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ESTRADA DO MONTEIRO 1200;CAMPO GRANDE;;;
638874767406390;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV SENADOR SOUZA NAVES 335;ALTO DA XV;;;
638874767419755;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA MIGUEL PEREIRA 990;CASTELO;;;
638874767428530;5002704;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. MATO GROSSO 2795;VILA SANTOS GOMES;;;
638874767454045;3548708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. KENNEDY 700;VILA MARLENE;;;
638874767467530;3509205;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA TENENTE MARQUES SN;POLVILHO;;;
638874767475915;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA WASHINGTON LUIZ SN;VILA CONGONHAS;;;
638874767512650;4323002;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV SENADOR SALGADO FILHO 9745;SITIO SAO JOSE;;;
638874767558550;3534401;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA PADRE VICENTE MELILLO 1396;UMUARAMA;;;
638874767573115;4315602;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV PRESIDENTE VARGAS 505;SAO PAULO;;;
638874767579625;3518800;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA JAMIL JOAO ZARIF SN;JARDIM CAPRI;;;
638874767586480;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DR. ANTONIO MARIA LAET SN;PARADA INGLESA;;;
638874767587695;3524303;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";PRACA DOUTOR JOSE MARCONDES HOMEM DE MELO 146;CENTRO;;;
638874767597415;2704302;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV COMENDADOR GUSTAVO PAIVA 5945;CRUZ DAS ALMAS;;;
638874767608785;3509502;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ROD SANTO DUMONT SN;PARQUE VIRACOPOS;;;
638874767611995;3548906;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV TANCREDO DE ALMEIDA NEVES SN;JARDIM BOTAFOGO 1;;;
638874767614545;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ESTRADA DOS ROMEIROS SN;VILA SAO SILVESTRE;;;
638874767685165;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA BRASIL 52351;SANTA CRUZ;;;
638874767692890;3509007;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RODOVIA PRESIDENTE TANCREDO DE ALMEIDA NEVES 1996;SERPA;;;
638874767757135;3506508;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA NOVE DE JULHO SN;JARDIM NOSSA SENHORA DE FATIMA;;;
638874767836260;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA PAULO ANDREGUETTI ;ALTO DO PARI;;;
638874768011190;4316907;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA IRMA DULCE 550;RENASCENCA;;;
638874767497005;3543402;Esta Empresa … SÛ Um Teste;AVENIDA LUIZ EDUARDO TOLEDO PRADO 900;VILA DO GOLF;;;
6906360008430;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA TAMBORE 827;ALPHAVILLE;;;
638874767493045;3550308;Esta Empresa … SÛ Um Teste;RUA JOAQUIM FLORIANO 466;ITAIM BIBI;;;
638874767487285;3550308;Esta Empresa … SÛ Um Teste;AVENIDA AGUIA DE HAIA SN;JARDIM SAO CARLOS;;;
638874767544660;2304400;Esta Empresa … SÛ Um Teste;AVENIDA LINEU MACHADO 419;JOQUEI CLUBE;;;
638874767459340;3547809;Esta Empresa … SÛ Um Teste;RUA GIOVANNI BATTISTA PIRELLI SN;VILA HOMERO THON;;;
638874767603925;2905701;Esta Empresa … SÛ Um Teste;RUA PRINCIPAL SN;VILA DE ABRANTES;;;
638874766855995;2211001;Esta Empresa … SÛ Um Teste;AV NOSSA SENHORA DE FATIMA SN;FATIMA;;;
638874767935890;4314902;Esta Empresa … SÛ Um Teste;AV SENADOR TARSO DUTRA 861;PETROPOLIS;;;
638874767405175;4106902;Esta Empresa … SÛ Um Teste;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA 2211;CIDADE INDUSTRIAL;;;
638874767185530;4108304;Esta Empresa … SÛ Um Teste;AV COSTA E SILVA 185;JARDIM POLO CENTRO;;;
819775740017250;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA GUPE 9697;SITIO GUPE;;;
295537620002400;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV WASHINGTON LUIS 703;SANTO AMARO;;;
41655030008100;3302403;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV PASTOR MARTIN LUTHER KING JR 126;DEL CASTILHO;;;
233386230002790;5300108;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AER INTERNACIONAL DE BRASILIA - PRESIDENTE JUSCELINO KUBITSC SN;LAGO SUL;;;
638874767331330;3201308;Esta Empresa … SÛ Um Teste;ROD BR 262 6555;SAO FRANCISCO;;;
638874767505075;5300108;Esta Empresa … SÛ Um Teste;QUADRA 55 LOTE 08, SETOR CENTRAL N/C;GAMA;;;
638874767234850;3547809;Esta Empresa … SÛ Um Teste;AVENIDA PEREIRA BARRETO 2000;PARAISO;;;
638874767656170;5208707;Esta Empresa … SÛ Um Teste;AVENIDA T63 N 1404;SECTOR NOVA SUICA;;;
638874767652795;5208707;Esta Empresa … SÛ Um Teste;AVENIDA T 10 S/N;SETOR BUENO;;;
638874767658450;3502804;Esta Empresa … SÛ Um Teste;RUA GONCALVES LEDO 750;SAO JOAQUIM;;;
247390545001710;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AL CAIAPOS 821;TAMBORE;;;
270726450002235;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV COMERDADOR FEIZ ZARZUR 659;PIRITUBA;;;
638874767696970;3304557;Esta Empresa … SÛ Um Teste;AV VINTE DE JANEIRO S/N;GALEAO;;;
638874767699250;3513009;Esta Empresa … SÛ Um Teste;AV NOSSA SENHORA DE FATIMA S/N;VILA MONTE SERRAT;;;
26684580002610;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV DR. MARCOS PENTEADO DE ALHOA RODRIGUES 939;TAMBORE;;;
638874767713275;3550308;Esta Empresa … SÛ Um Teste;AV PAULISTA 1230;BELA VISTA;;;
662187675003315;3530607;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. LOURENCO SOUZA FRANCO 2655;JUNDIAPEBA;;;
250290465004035;1302603;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV CORONEL TEIXEIRA 5705;PONTA NEGRA;;;
1148036460482775;4106902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA TRAVESSA TEIXEIRA DE FREITAS 75;MERCES;;;
1148036460485205;1100205;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AL LAURO SODRE 3290;DOS TANQUES;;;
55328175001800;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AL TOCANTINS 630;ALPHAVILLE;;;
194446305002715;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CATALUNHA 350;JAGUARE;;;
92669775001515;4125506;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA SILVIO PINTO RIBEIRO 1625;QUSSISSANA;;;
257168580002205;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA ALBINO BODASSO GABRIL 129;VILA CRUZEIRO;;;
638874767745645;2211001;Esta Empresa … SÛ Um Teste;AVENIDA MARECHAL CASTELO BRANCO 911;CABRAL;;;
879812295001980;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA JOAO CARLOS DE ARTUR 349;JD DOS PRADOS;;;
606488160228750;2704302;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV FERNANDES LIMA 580;FAROL;;;
92669775004380;3513801;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA FAGUNDES DE OLIVEIRA 538;PIRAPORINHA;;;
132482820002190;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV BARUERI MIRIM 730;JD BELVAL;;;
233164230002475;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOMINGOS FAROLARI 64;CASA VERDE;;;
344283990002655;3513009;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA SAO CAMILO 186A;GRANJA VIANA;;;
29172600002625;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R GENERAL LECOR 979;IPIRANGA;;;
26579025015375;3205002;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA PORTO ALEGRE 307;NOVA ZELANDI;;;
84114855002025;4125506;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV RUI BARBOSA 2529;JD IPE;;;
39790860002175;5300108;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";SCN QD 826 BL A SL 82;ASA NORTE;;;
69562695002535;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA ACUCIO QUINTILIANO 53;SAO MIGUEL;;;
272173995001770;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DOUTOR GUILHERME ELIS 143;BELENZINHO;;;
659868840001650;3506003;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R JOAO BATISTA GARCIA FILHO, 343;JARDIM DO CONTORNO;;;
495501600065295;2304400;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA DOM LUIS 300;ALDEOTA;;;
638874765044160;3304557;Esta Empresa … SÛ Um Teste;RUA LAURO MILLER 116;BOTAFOGO;;;
638874765056310;3304557;Esta Empresa … SÛ Um Teste;AVENIDA NOSSA SRA DE COPACABANA 659;COPACABANA;;;
638874765074970;5300108;Esta Empresa … SÛ Um Teste;LOC EQ 114/115 SN;ASA SUL;;;
638874765079395;5300108;Esta Empresa … SÛ Um Teste;SAI/SO AREAE 6580;NIVEL SUPERIOR;;;
638874765083040;3304557;Esta Empresa … SÛ Um Teste;RUA DIAS DA CRUZ 74;MEIER;;;
638874765093975;3304557;Esta Empresa … SÛ Um Teste;RUA MARIZ E BARROS 525;TIJUCA;;;
638874765085590;2611606;Esta Empresa … SÛ Um Teste;RUA JOSE BONIFACIO 1315;TORRE;;;
638874765135285;3304557;Esta Empresa … SÛ Um Teste;AVENIDA DAS AMERICAS 4666;BARRA DA TIJUCA;;;
638874765335760;3550308;Esta Empresa … SÛ Um Teste;AVENIDA FRANCISCO MATARAZZO 1899;AGUA BRANCA;;;
638874765354105;3550308;Esta Empresa … SÛ Um Teste;AV. WASHINGTON LUIZ, 3990 3990;CHACARA FLORA;;;
638874765270000;3550308;Esta Empresa … SÛ Um Teste;RUA VINTE E CINCO DE MARCO 767;CENTRO;;;
638874765287430;3550308;Esta Empresa … SÛ Um Teste;RUA DR JOAO RIBEIRO 304;PENA;;;
638874765240990;3550308;Esta Empresa … SÛ Um Teste;AVENIDA DOS JURIPIS 1948;INDIANOPOLIS;;;
638874765298650;3550308;Esta Empresa … SÛ Um Teste;AVENIDA ALBERTO AUGUSTO ALVES 50;VILA ANDRADE;;;
638874765274065;3550308;Esta Empresa … SÛ Um Teste;AVENIDA LUIS STAMATIS 103;TUCURUVI;;;
638874765156885;5300108;Esta Empresa … SÛ Um Teste;SAI/SO AREA ESPECIAL 6580;PARK SHOPPING;;;
638874765157950;5300108;Esta Empresa … SÛ Um Teste;EQS 404/405 SN;ASA SUL;;;
638874765410145;2607901;Esta Empresa … SÛ Um Teste;SHOPPING CENTER GUARARAPES SN;PIEDADE;;;
638874765541365;3550308;Esta Empresa … SÛ Um Teste;R.VOLUNTARIOS DA PATRIA 2273;SANTANA;;;
638874765146925;3304557;Esta Empresa … SÛ Um Teste;R.DIAS DA CRUZ, 210 - LJ.C/D 210;MEIER;;;
638874765651930;3513009;Esta Empresa … SÛ Um Teste;AVENIDA PROFESSOR JOSE BARUARETO 2733;DO PORTAO;;;
638874765542580;3550308;Esta Empresa … SÛ Um Teste;RUA CEL.XAVENIDAIER DE TOLEDO 23;CENTRO;;;
638874765723900;3550308;Esta Empresa … SÛ Um Teste;R. OTTO BAUMGART 500;VILA GUILER,ME;;;
638874765718245;3534401;Esta Empresa … SÛ Um Teste;AVENIDA DOS AUTONOMISTAS 1768;VILA YARA;;;
638874765485205;3550308;Esta Empresa … SÛ Um Teste;AVENIDA ATALIBA LEONEL 1438;SANTANA;;;
638874765642210;3543402;Esta Empresa … SÛ Um Teste;AVENIDA PRESIDENTE KENNEDY 1500;RIBEIRANIA;;;
638874765765870;5300108;Esta Empresa … SÛ Um Teste;QUADRA  AREA RESERVADA 6;SOBRADINHO;;;
638874765773430;3550308;Esta Empresa … SÛ Um Teste;AVENIDA BENEDITO DE ANDRADE 71;PIRITUBA;;;
638874765901800;5300108;Esta Empresa … SÛ Um Teste;SPM EPIA SUL SN;NUCLEO BANDEIRANTE;;;
638874765867690;3550308;Esta Empresa … SÛ Um Teste;RUA VINTE E CINCO DE MARCO 1109;CENTRO;;;
638874765868905;3550308;Esta Empresa … SÛ Um Teste;RUA TAQUARICHIM 266;SAUDE;;;
638874765898350;4314902;Esta Empresa … SÛ Um Teste;RUA VOLUNTARIOS DA PATRIA 140;CENTRO;;;
638874765775860;3547304;Esta Empresa … SÛ Um Teste;AVENIDA DR YOGIRO TAKAOKA SN;CENTRO;;;
638874765798945;3304557;Esta Empresa … SÛ Um Teste;AVENIDA CESARIO DE MELO 1751;CAMPO GRANDE;;;
638874765895635;2611606;Esta Empresa … SÛ Um Teste;R ARTUR MUNIZ 122;BOA VIAGEM;;;
638874765910725;3301702;Esta Empresa … SÛ Um Teste;AV PRESIDENTE KENNEDY 1511;CENTRO;;;
638874765909510;3301702;Esta Empresa … SÛ Um Teste;R MARQUES DE HERVAL 1216;JARDIM 25 AGOSTO;;;
638874765866475;3550308;Esta Empresa … SÛ Um Teste;RUA DO CURTUME 738;AGUA BRANCA;;;
638874765921660;3550308;Esta Empresa … SÛ Um Teste;AVENIDA JOAO DIAS 872;SANTO AMARO;;;
