IdProduto;Produto;TipoDeProduto;GrupoDeProdutos;FamiliaDeProdutos
1000005366;PAO CLUBHOUSE BJ CONG MB;;;
1000005369;PAO TASTY FRESCO;;;
1000005386;PEPINO FATIADO IMPORTADO CX C/ 8 POUCH 2,5KG;;;
1000005387;CAFE MOIDO 50G CX C/ 52 PACOTES;;;
1000005397;EMBALAGEM MCFISH DYNAMIC 600UN;;;
1000005400;EMB DUPLO QUARTERAO DYNAM 600UN;;;
1000005404;PAO AREPA CONG. - MB BJ. C/ 56 UNIDS;;;
1000005410;PAO TASTY FRESCO;;;
1000005429;BRINQ FURBY AZUL 150u;;;
1000005430;BRINQ FURBY PRETO 150u;;;
1000005432;BRINQ FURBY TURQUESA 150u;;;
1000005446;MC CAIN MC WEDGES 12,5KG;;;
1000005456;CHOC DRAG PO DE CACAU 8KG;;;
1000005457;LEITE SEMIDESNATADO CX C/ 12 UNIDS DE 1L;;;
1000005489;MANDIOCA AIPIM LV 2X250 G;;;
1000005490;BATATA INTEIRA LV 2X250 G;;;
1000005498;KITKAT 2 FINGER 1X13KG;;;
1000005502;CONC. LIQ BEB ABACAXI/MAN 4UN;;;
1000005503;CONC. LIQ BEBIDA UVA 4UN;;;
1000005504;CONC. LIQ BEBIDA MARACUJA 4UN;;;
1000005512;CARNE CRISPY BUTTERMILK 12.63KG;;;
1000005517;BANDEJA SOBREMESA 300UN;;;
1000005538;KITKAT 4GNGR LEITE 4 24X41 5G;;;
1000005541;BRINQ CARIMBO HELICOPTERO 150UN;;;
1000005542;BRINQ CARIMBO JOE COOL 150UN;;;
1000005543;BRINQ ESCRITOR EM RELEVO 150UN;;;
1000005544;BRINQ JOGADOR DE BASQUETE 150UN;;;
1000005545;BRINQ LANÃADOR ASTROUNATA 150UN;;;
1000005546;BRINQ LANÃADOR MASCARADO 150UN;;;
1000005547;BRINQ LANTERNA ESCOTEIRO 150UN;;;
1000005548;BRINQ LUPA AGENTE SECRETO 150UN;;;
1000005549;BRINQ PIAO DANÃANTE 150UN;;;
1000005550;BRINQ SNOOPY AVIADOR 150UN;;;
1000005564;BRINQ TIMBER 150UN;;;
1000005566;EMB DUPLO BIG MAC BACON 600UN;;;
1000005571;COPO REFRI CC FANFEAT 770 600U;;;
1000005572;HMB SNOOPY 500UN;;;
1000005577;LAMINA BAND AGITE-SE 4000UN;;;
1000005581;M. BIG TASTY 26X500G;;;
1000005596;EMB GRAND BIG TASTY 600UN;;;
1000005597;LAMINA PDP SNOOPY 2018 1000UN;;;
1300000100;Hidraulica;;;
1300000106;Sistema de Refrigerantes;;;
1300001985;GR.DIF ALUMINIO 440 X 240 MM;;;
1300002152;FILTRO SECADOR ST032R;;;
1300002162;GÃS 141B (ANTIGO FREON 11) / KG (DU PONT);;;
1300002163;GÃS FREON 22 (C/ 13,62 KG) (DU PONT);;;
1300002166;GÃS OXIGENIO (CILINDRO - REFIL - TURBOJET);;;
1300002227;SOLDA PHOSCOPER;;;
1300002737;GÃS R410 DUPONT;;;
1300003004;FILTRO DE CARVAO ATIVADO C RETROLAVAGEM CONTA 522110 SUBCONTA 522856;;;
13106;BIJU BAUNILHA (WAFER);;;
1500001405;CALCULADORA DE MESA 12 DIG MV-4122 ELGIN;;;
1500001469;CLIPS N.3/0 500G 420U GALVANIZADO BACCHI;;;
1500001486;COLA SUPER BONDER 3G LOCTITE HENKEL;;;
1500001558;ETIQ DEPOSITO PROJ BANANA C/1000 FLS MCD;;;
1500001573;ETIQ LASER A4351 21,2X38,2 C/100F PIMACO;;;
1500001579;ETIQUETA DATA/ PRODUTOS RL C/1000 UN MCD;;;
1500001744;LUVA AMARELA DE PROT LATEX G PAR;;;
1500001747;LUVA AZUL DE PROT GRANDE PAR;;;
1500001943;REFIL MOP LIQ 320GR C/CINTA/LOOP AZUL;;;
1500001946;REFIL MOP LIQ 320GR VERDE;;;
1500002163;COLA BRANCA 90G SCOTCH 3M;;;
1500002188;ETIQ TERMICA BR 55,8X28,75MM PT C/3 MCD;;;
1500002477;ELASTICO AMARELO N.18 PT/500GR;;;
1500002605;SACO LIXO 100L VD 90X90X0,005 C/100;;;
1500002775;PAP A4 210X297 PT   500  GIMBA 75G CERT.FSC;;;
1500002789;ENVELOPE SANGRIA DE CAIXA;;;
1500002894;SAPATO NÂº 39  AZUL MARINHO STICKY SHOE;;;
1500002897;SAPATO NÂº 42  AZUL MARINHO STICKY SHOE;;;
1500002898;SAPATO NÂº 43  AZUL MARINHO STICKY SHOE;;;
1500002952;ENV SACO 240X340 VERDE - MCD;;;
1500002953;ENV SACO 240X340 VERMELHO - MCD;;;
1500002956;ENV SACO 240X340 AZUL - MCD;;;
1500002958;PLANO DE CHAO OPCO 35F MCD;;;
1500003038;SACO LIXO 105L PR 75X100X0,004 C/100 MCD;;;
15019;CROISSANT CHOCOLATE FSB;;;
15027;PAO DE QUEIJO FSB;;;
15348;TAMPA TRANSPARENTE;;;
15682;CARNE MCNUGGETS BRAPELCO;;;
15758;CARNE BIG TASTY - BRAPELCO;;;
15958;MOLHO CHEDDAR;;;
1600000757;PANO DUPONT;;;
16062;QUEIJO EMENTAL;;;
18710;EMB BIG MAC;;;
23987;CARNE SADIA MCCHICKEN;;;
2500000975;COCA-COLA BAG 18L;;;
2500000980;FANTA LARANJA BAG 10L;;;
2500001009;SPRITE ZERO;;;
2500001102;COCAQ-COLA ZERO BAG 18L;;;
2500001129;SPRITE BAG 10,0L;;;
2500001283;CRYSTAL PET 500ML S/G CX 12UN;;;
2500001284;CRYSTAL COPO 310ML S/G CX 48UN;;;
2500001342;FANTA GUARANA BAG 10,0L;;;
2500001345;FANTA GUARANA 18L;;;
2500001346;FANTA GUARANA ZERO 5l;;;
2500001366;AGUA CRYST S/GAS GAR 510;;;
2500001375;AGUA CRYSTAL COPO MB CX C/ 48 UNIDS DE 310ML CADA;;;
2500001381;FANTA GUARANA ZERO BAG 5,00L;;;
28814;CEBOLA DESIDRATADA;;;
28819;CARNE VALUE CHICKEN MB;;;
30492;GUARDANAPO EMBALADO 17X40 C/2U;;;
30493;CEBOLA PICADA;;;
31191;ALFACE CRESPA FOLHA;;;
3229;ADOCANTE MCCAFE;;;
32666;PAO AREPA - MB;;;
3270;COCA COLA BAG 18 LTS;;;
3280;COLHER SWEET CX C/ 5000 UN;;;
3285;COPO P/KETCHUP;;;
32929;MARGARINA MIX VIGOR C/SAL;;;
3305;COPO SUNDAE CX.1000 EMB 50 UN;;;
3318;EMB BATATA MEDIA CX. 1600 UN;;;
3319;EMB BATATA PEQUENA CX. 5000 UN;;;
3321;EMB CHEDDAR;;;
3323;EMB MC CHICKEN;;;
3341;FANTA LARANJA BAG 10 LTS;;;
3378;LAMINA PRODUCAO;;;
3439;MOSTARDA POUCH;;;
3440;MOSTARDA SACHET - 1500;;;
3451;PAO BIG MAC    FRESCO;;;
3455;PAO INTEGRAL   FRESCO;;;
3465;PAO QUARTERAO  FRESCO;;;
3469;PAO REGULAR    FRESCO;;;
3522;SUPORTE DRIVE-THRU NOVO;;;
3526;TAMPA REFRIG 330 ML;;;
3528;TAMPA REFRIG 550 ML;;;
3530;TAMPA REFRIG 770 ML;;;
35660;CROISSANT FSB PRES/QUEIJO MELT;;;
36093;OVO BRANCO GRANDE;;;
36681;PREMIUM GRILL FILE;;;
38344;EMBALAGEM BIG TASTY - GQP;;;
38347;EMB BATATA GRANDE - GQP;;;
38348;EMB MC FISH - GQP;;;
38357;LAMINA CHEESEBURGER - GQP;;;
38358;LAMINA HAMBURGER - GQP;;;
38377;EMB NUGGETS 10 - GQP;;;
39263;CONJ PRATO E TAMPA SALADA;;;
39413;MOLHO NUGGETS CAIPIRA;;;
39415;MOLHO NUGGETS SWEER SOUR;;;
39590;ALFACE AMERICANA EM TIRAS;;;
39620;MOLHO PAT ITALIAN 180U 18G;;;
39797;CEBOLA AO MOLHO SHOYU;;;
39966;BEBIDA LACTEA BAUNILHA PAST;;;
40280;CEBOLA FRITA EMPANADA;;;
40359;SAL E PIMENTA 86/14;;;
40424;LAMINA UHC;;;
40426;CHOCOLATE EM PO SOLUVEL;;;
40595;SAL CISNE;;;
40678;COLHER SUNDAE;;;
40680;COLHER TOP SUNDAE (ITA);;;
40887;AMENDOIM 12 PACOTES 1,050;;;
41047;MEXEDOR IMPORTADO;;;
41577;TOMATE CAPRESE;;;
41581;TAMPA SALADA SIDE IMPORT;;;
41582;EMBALAGENS KIDS SIZE FRIES;;;
41603;CARNE ANGUS MB;;;
41612;EMBALAGEM ANGUS;;;
41999;HAMBURGUER QUARTERAO SADIA;;;
42961;ACUCAR SACHET;;;
43898;MCD FRITURA OLEO REF. MISTO;;;
43903;TOMATE;;;
43917;CASCAO MCD 240 UNIDS;;;
6999;MCMIX PACOCA;;;
7475;MOLHO BIG MAC;;;
7611;CANUDO EMBALADO;;;
POS-45599;S PN Mio;;;
POS-57004;S PKM DWEBBLE;;;
POS-60684;COCA Z M;;;
POS-61292;LEMONAD P;;;
POS-63975;Gaguinho;;;
POS-64477;FRAPCARA P;;;
POS-64521;Sinalizador;;;
POS-65177;CAFE AMERIC;;;
POS-65375;CitrLa350;;;
POS-65535;EspressPr;;;
POS-65696;LEMONADE M;;;
POS-65702;MACHIATTO;;;
SPED316812251;Dioxido Carbono Cil T34 Kg;;;
SPED316952631;Dioxido Carbono Cil T45 Kg;;;
1000000317;SAL SACHET;;;
1000000763;BOLO CHOCOLATE;;;
1000001835;CARNE SADIA MCCHICKEN;;;
1000002300;PAO TASTY FRESCO;;;
1000003931;KAY QUARRY TILE PC CX2 GAGS 5L CADA;;;
1000003932;KAY HD DEGREASER CX 2 BAGS 5L;;;
1000004265;POTE SIDE SALAD 2015 IMPT;;;
1000004523;BEBIDA LACTEA BAUNILHA PAST.;;;
1000004531;BEBIDA LACTEA BAUNILHA;;;
1000004532;BEBIDA LACTEA CHOCOLATE;;;
1000004555;CARNE VALUE CHICKEN - MB;;;
1000004603;TAMPA SIDE SALAD LOCAL;;;
1000004604;PODE SIDE SALAD LOCAL;;;
1000004612;OC CHIRILE SANTIZER;;;
1000004660;PAPEL HIGIENICO GRANDE CMPC;;;
1000004693;COPO PLAS 330ML DYNAMIC 2000UN;;;
1000004843;EMBALAGEM SIGNATURE 600UN;;;
1000004895;MAIONESE BIG TASTY PCH 26X500G;;;
1000004939;HMB TORTA UNIFICADA 2100UN;;;
1000004955;BRINQUEDO YOSHI 150UN;;;
1000004958;BRINQUEDO BOWSER 150UN;;;
1000004976;BACON CONGELADO ACOSABOR 15KG;;;
1000005012;PALITO SANDUICHE 2500 UM;;;
1000005014;CROISSANT MILTIGRÃOS PERU 96UN;;;
1000005023;FOLHA TEFLON CHAPA TAYLOR 3 PLATEN;;;
1000005076;CONC UVA REFRIGERADO 8UN;;;
1000005158;Hamburguer Bovino JBS 5.1-18Kg;;;
1000005159;Carne Big Tasty;;;
1000005183;CHOCOLATE PO SOLUVEL 10PCX1KG;;;
1000005190;QUEIJO CHEDDAR FATIADO 1280UN;;;
1000005191;SUCO LARANJA PET 300ML 6UN;;;
1000005194;TAMPA TRANSPARENTE 3000UN;;;
1000005426;BRINQ FURBY AMARILLO 150u;;;
1000005428;BRINQ FURBY VIOLETA 150u;;;
1000005436;MOCA LEITE COND NPRO 4X5KG XW;;;
1000005487;BRINQ FURBY VERMELHO 150UN;;;
1000005496;QUEIJO CHEDDAR FATIADO/ IMP UR;;;
1000005511;EMBALAGEM BATATA MEGA 1000UN;;;
1000005521;CINTA SHAKE ALPINO 2250UN;;;
1000005528;BRINQ POPPLIO 75UN;;;
1000005540;COPO MCFLURRY ALPINO 1000UN;;;
1000005551;BRINQ SPIKE 150UN;;;
1000005552;BRINQ SNORT 150UN;;;
1000005553;BRINQ PEANUT 150UN;;;
1000005554;BRINQ MEL 150UN;;;
1000005555;BRINQ FROSTINESS 150UN;;;
1000005556;BRINQ FRECKLES 150UN;;;
1000005557;BRINQ CHOCOLATE 150UN;;;
1000005558;BRINQ BUSHY 150UN;;;
1000005559;BRINQ BONGO 150UN;;;
1000005560;BRINQ BLIZZ 150UN;;;
1000005561;BRINQ WADDLE 150UN;;;
1000005562;BRINQ TWINGS 150UN;;;
1000005563;BRINQ TUSK 150UN;;;
1000005568;COPO REFRI CC FUNFEAT 550 900U;;;
1000005569;ALPINO CHOCOLATE 4 14X100G BR;;;
1000005570;ALPINO ACHOCOLATADO PO NPRO 6X1KG BR;;;
1000005573;HMB BEANIE BOOS 500UN;;;
1000005578;HMB PDP BEANIE BOOS 1000UN;;;
1000005580;QUEIJO CHEDDAR FATIADO 1280UN;;;
1000005583;BRINQ SEAMORE 150U;;;
1300000131;Pequenos Equipamentos;;;
1300000983;CONJUNTO SENSOR DE TEMPERATURA;;;
1300001001;CONJUNTO SENSOR GELO COMPACTO BIVOLT;;;
1300001002;CONJUNTO SENSOR NÃVEL COMPACTO BIVOL;;;
1300001082;KIT REGULADOR DE VOLTAGEM 2 QUANTUM;;;
1300002079;COMPRESSOR 1/3+ (EMBRACO);;;
1300002408;MOTOR COMPLETO BIV. MAQ. DE DE GELO;;;
1300002413;PLACA DE CONTROLE DE PORÃÃO MAQUINA SUCO QUANTUM;;;
1300002434;CABO COAXIAL EXTRA;;;
1300002447;BOMBA PROCON 103B125F31BA250;;;
1300002460;CAMERA INFRA DOMEHD INTELBRAS 10M C/CABO;;;
1300002628;TIC17RGT  (FULL GAUGE);;;
1300002700;FILTRO SECADOR ST 085 R  (210X5/8) (EMERSON);;;
1300003022;CAMERA DOME VHD 1010 - INTELBRAS;;;
1500001385;CABO DE ALUMINIO 1,50 METROS;;;
1500001504;DISPENSER SABONETE CRISTAL HAND;;;
1500001554;ET ESPECIAL PRA VOCE RL C/1000 UN MCD;;;
1500001588;FIBRA LIMPEZA USO GERAL VERDE C/ 2 UND 3M MC DON;;;
1500001632;FITA TESTE CLORO;;;
1500001635;FRASCO P/BORRIFACOR;;;
1500001748;LUVA AZUL DE PROT MEDIA PAR;;;
1500001761;PA C/CABO POP PLASTICA AZUL;;;
1500001944;REFIL MOP LIQ 320GR CRU;;;
1500002008;TOUCA CAPILAR PROTETORA DESC PTA 100UN;;;
1500002009;VASSOURA PIACAVA NAT B.P CB120CM;;;
1500002361;ESCADA 04 DEGRAUS DOMESTICA PRIMA E1204;;;
1500002366;LIXEIRA PLAST C/TAMPA E PEDAL 50L BRANCA;;;
1500002603;SACO LIXO 040L VD 55X57X0,005 C/100;;;
1500002692;CARRO TRIPLEX C/1 PORTA;;;
1500002862;BOBINA TERMICA PARA ECF;;;
1500002916;SACO LIXO 200L PR 90X113X0,006 C/100 MCD;;;
1500002935;TESOURA MUNDIAL ESCOLAR 167 11,4CM;;;
1500002950;GATILHO PULVERIZADOR KIT SPRAY C/6;;;
1600000538;MEIA PROPE;;;
1600000573;CD - 04 GARRAFAS DE 1 LT;;;
1600000584;BANDEJA;;;
1600000748;APSC DETERGENTE NEUTRO;;;
1600000749;CONQUEST SABONETE ANTI-SEPTICO;;;
1600000754;ACTIGEL HIGIENIZANTE DE MÃOS;;;
1600000755;FRESH SABONETE LIQUIDO;;;
1600000893;HT - 04 GARRAFAS DE 1 LT;;;
2500000103;COCA COLA BAG 18 LITROS;;;
2500001227;COCA COLA ZERO 5L;;;
2500001368;COCA COLA ZERO 5L;;;
SPED315154121;Dioxido Carbono Cil T34 Kg;;;
SPED315450371;Dioxido Carbono Cil T45 Kg;;;
1000001064;COPO P/ KETCHUP;;;
1000004332;PRESTIGIO CHOCOLATE 30X33G BR;;;
1000004601;MOLHO CHEDDAR BISNAGA 1,5KG X 4 UND;;;
1000004833;COPO MCFLURRY GENERICO 1000UN;;;
1000005020;KIT FILTRACAO P/ GORDURA;;;
1000005269;GOTA CHOC LEITE/KOP/2BAGS/3KG CAIXA C/ 2 BAGS;;;
1000005311;KETCHUP BAG;;;
1000005316;MOLHO NUGGETS CAIPIRA - 144UN/28,3G;;;
1000005317;MOLHO NUGGETS SWEET SOUR - 144UN/28,3G  (AGRIDOCE);;;
1000005330;OVO BRANCO GRANDE CX. C/60 UNIDS;;;
1000005332;GUARDANAPO FOLHA DUPLA CX C/ 5400 UNIDS(18 PCTSX 300);;;
1000005349;FAROFA SABOR BACON;;;
1000005377;TORTA BANANA CX 112 UNIDS;;;
1000005378;TORTA MAÃÃ CX 112 UNIDS;;;
1000005381;CROISSANT PRESUNTO/QUEIJO MELT;;;
1000005399;EMB CHICKEN SUPREME DYNAM 600u;;;
1000005506;NUTELLA FERRERO 6X0.650KG;;;
1000005507;ETIQUETA GENER AMARELA 3.000UN;;;
1000005508;ETIQUETA GENER VERMELHA 3.000UN;;;
1000005509;COLHER TOP FLURRY DESSET 2000;;;
1000005513;EMB BASE PÃO DE QUEIJO 1000UN;;;
1000005612;LAM PDP SHOPKINGS YOKAI 1000UN;;;
1000005620;COPO MCFLURRY TRI CHOC 1000UN;;;
1000005642;PREP BEBMATTE 4UN;;;
1000005643;LAMINA BANDEJA GENERICA 1000UND;;;
1000005693;PAO GRANDE INTEGRAL CX CONG;;;
1000005726;FEIJOADA 8BG X 1,2 KG;;;
1000005729;CALDA BRIGADEIRO 4X5KG;;;
1000005733;CHOCOLATE LDKN CX 6,48KG;;;
1000005735;HMB PROMO 500UN;;;
1000005737;BRINQ JOGO MAGNETICO 150U;;;
1000005738;BRINQ PINBALL 150U;;;
1000005739;BRINQ MARIO ESCALADOR 150U;;;
1000005740;BRINQ JOGO DA PRINCESA 150U;;;
1000005741;BRINQ JOGO DE LABIRINTO 150U;;;
1000005742;BRINQ LANÃADOR DO YOSHI 150U;;;
1000005743;BRINQ MARIO LANÃADOR 150U;;;
1000005744;BRINQ LUIGI LANÃADOR 150U;;;
1000005746;BRINQ BLOCO DE PODERES 150U;;;
1000005750;NINHO LEITE EM PÃ INST 12X800G;;;
1000005751;MOLHO PIMENTA BIQUINHO BR;;;
1000005752;PAO SUPER CH MIX GERG CX CONG;;;
1000005757;PRATO REFEIÃAO PAT 500UN;;;
1000005758;CANUDO PAPEL MILKSHAKE 7200UN;;;
1000005759;CANUDO PAPEL EMBALADO 7200UN;;;
1000005760;CARNE BOVINA MC PIC;;;
1000005761;MAIONESE PICANHA MCD 12UNX0,5KG;;;
1000005762;ETIQUETA GENER VERDE 3000UN;;;
1000005772;BRINQ MACACO 150U;;;
1000005773;BRINQ LOBO ARTICO 150U;;;
1000005774;BRINQ TUCANO 150U;;;
1000005775;BRINQ TIGRE 150U;;;
1000005776;BRINQ CROCODILO 150U;;;
1000005777;BRINQ COIOTE 150U;;;
1000005778;BRINQ RAPOSA 150U;;;
1000005779;BRINQ GOLFINHO 150U;;;
1000005780;BRINQ CORUJA 150U;;;
1000005781;BRINQ PINGUIM 150U;;;
1000005791;PURE DE MAÃA 150UND CX;;;
1300000125;Petrogel / Filtros;;;
1300001457;BOMBA PROCON 111A125F11CA250  RV;;;
1300002168;GÃS R134A (GARRAFA C/ 1 KG) (DU PONT);;;
1300002181;MANGUEIRA P/ MANIFOLD 1,50CM;;;
1300002184;MANOMETRO P/ MANIFOLD ALTA;;;
1300002185;MANOMETRO P/ MANIFOLD BAIXA;;;
1300002206;PRESSOSTATO LINHA ALTA (HITACHI);;;
1300002207;PRESSOSTATO LINHA BAIXA (HITACHI);;;
1300002210;REFIL TURBO TORCH;;;
1300002228;SOLDA PRATA;;;
1300002265;VALVULA SCHIRAEDER;;;
1300002695;EVERY CONTROL EVKB 21 (EVK 21);;;
1300002705;FILTRO SECADOR ST 165 R  (350X5/8) (EMERSON);;;
1300002735;FILTRO SECADOR ST032S;;;
1300003532;Equipamentos e acessorios 2;;;
1300003533;Equipamentos e acessorios 3;;;
1300003534;Equipamentos e acessorios 4;;;
1500001332;BL ERROS E NULOS BL C/100 FLS MCD;;;
1500001363;BLOCO ADES 76X102MM AM C/100 FL;;;
1500001402;CAIXA DE ISOPOR 8L AMARELA C/ TPA E ALCA;;;
1500001540;ENV SACO KRAFT NAT 80G 310X410 UN;;;
1500001610;FITA BROTHER M-231 12MM PT/BR PT 65/85 (ROTULADOR);;;
1500001640;GELO ART. RIGIDO 400ML AZ 17X9,5X2,5 MCD;;;
1500001659;GRAMPO 26/6 GALVANIZADO 5000UN BACCHI;;;
1500001715;JOGO DE PRISMAS VERM MCD DO NR. 0/9;;;
1500001750;LUVA DE VINIL TRANSP G CX C/100 UNID;;;
1500002386;PINCEL QUADRO BRANCO AZ RADEX;;;
1500002388;PINCEL QUADRO BRANCO PT RADEX;;;
1500002391;PINCEL QUADRO BRANCO VM RADEX;;;
1500002454;BL ENTREV SAIDA-MENSALISTA C/50F MCD;;;
1500002850;BOB TERMICA REP BR MIT 50X300 MCD;;;
1500002964;SACO PLASTICO TRANSP 30X40 N11 PT C/100;;;
1500003122;FIBRA LIMPEZA PESADA 10,2X26CM;;;
1500003132;SACO LIXO 200L PR 90X113X0,006 C/100;;;
1600000890;FACA EXTRA GRANDE REFEIÃÃO;;;
2400000716;RESISTENCIA FRYMASTER;;;
2500001211;Dioxido Carbono Cil T45 Kg;;;
2500001347;FANTA GUARANA 10LFANTA GUARANA 10L;;;
2500001376;COCA COLA ZERO 5 LITROS BAG IN BOX 5 LITROS;;;
1000000155;HAMBURGER QUARTERAO;;;
1000000894;LAMINA PRODUCAO;;;
1000000971;GARFO SALAD SHAKER;;;
1000001254;COPO TOP SUNDAE;;;
1000002494;CONJUNTO PRATO/TAMPA SALADA;;;
1000003009;AMENDOIM  12 PACOTES 1,050KG;;;
1000003098;CARNE ANGUS MB;;;
1000003463;SACO GENERICO 5000 UNIDS;;;
1000003847;TAMPA 8 OZ MCCAFE - IMPT;;;
1000003850;TAMPA 12 OZ MCCAFE - IMPT;;;
1000004305;COPO 300 ML REGULAR MCCAFE NA;;;
1000004434;KAY COFFEE POT CLEANER;;;
1000004832;COPO MCFLURRY OVOMALTINE 1000UN;;;
1000005170;BRINQ PINKIE PIE 150UN;;;
1000005178;EMBALAGEM BATATA CHEDDAR 600UN;;;
1000005309;ADOÃANTE - MCC;;;
1000005320;MOSTARDA BAG (2UN X 6KG);;;
1000005359;PAO BIG MAC CONG - MB;;;
1000005383;PAO DE QUEIJO 45G;;;
1000005403;PAO AREPA CONGELADO CX;;;
1000005644;LAMINA BANDEJA PROM 1000UND;;;
1000005654;BOMBOM OURO BRANCO 10 SCX1KG;;;
1000005657;LAMINA SAND 2IN1 3000UN;;;
1000005660;BRINQ BARIONIX 150U;;;
1000005671;PIE STICK OVOMALTINE;;;
1000005672;OVOMALTINE ROCKS 13,8KG;;;
1000005716;BRINQ MEGATRON 150UN;;;
1000005734;EMB EGG DUPLU TRIPLO QUARTERAO;;;
1000005745;BRINQ JOGO GIRATORIO 150U;;;
1300000133;Pecas de Reposicao;;;
1300000251;COMPRESSOR  TCM 2062 1.1/4 220V;;;
1300000697;CHAPAS;;;
1300001911;FILTRO DESCARTAVEL 625 X 825 X 25 MM (CX C/ 12);;;
1300003021;CONSERVAÃÃO;;;
1300003531;Equipamentos e acessorios 1;;;
1500001499;DESENTUPIDOR P/ SANITARIO - CAMPONESA;;;
1500001547;ESPANADOR PENA 50CM;;;
1500001813;PASTA CATAL 100ENV 0,12 PR ACP 125;;;
1500001838;PASTA SANF PP OF 31DIV TP CRISTAL SGE-31;;;
1500001900;PORTA LAPIS CLIPS LEMBRETE FUME 740;;;
1500001912;PRANCHETA PS OF C/PREND METAL FUME;;;
1500001934;PURIF DE AR GLADE LAVANDA 360ML;;;
1500002394;RODO PLAST DPL 40CM CB PLAST MCDONALDS;;;
1500002417;PINCEL MARCA TEXTO ROSA;;;
1500002418;PINCEL MARCA TEXTO VERDE;;;
1500002485;PINCEL MARCA TEXTO AM;;;
1500002519;PINCEL MARCA TEXTO AZUL;;;
1500002685;KIT ETIQ(REFIL) 8 RL C/1200 UN 26X16MM;;;
1500002977;SAPATO 36 STICKY SHOE  PRETO CA 27891;;;
1500002981;SAPATO 40 STICKY SHOE  PRETO CA 27891;;;
1500002983;SAPATO 42 STICKY SHOE  PRETO CA 27891;;;
1500003039;APOIO P/MOUSE E PUNHO ESPUMA PRETO 1161;;;
1500003062;SUPORTE P/PAPEL HIG S/TAMPA MC DONALDS;;;
1500003067;PAPEL TOALHA INTERFOLHADO CMPC;;;
1500003089;PANO DUPONT SONTARA FS-60;;;
1600000578;PB - 04 BALDES DE 1 KG;;;
1600000881;KAY GRILL CLEANING PAD;;;
2400001674;CONJUNTO DE PRATELEIRA PARA DESERT;;;
2500000920;COCA COLA ZERO BAG 5L;;;
2500001207;Dioxido Carbono Cil K27 Kg;;;
2500001520;CC ZERO LT220ML BM 50 ANOS;;;
1000000933;GUARDANAPO CASQUINHA;;;
1000001061;EMBALAGEM BIG MAC;;;
1000002594;MOLHO PAT ITALIAN 180U 18G;;;
1000002651;CEBOLA AO MOLHO SHOYU;;;
1000003136;MIX FOLHAS;;;
1000004566;COBERTURA MORANGO;;;
1000004577;BOLO DE MORANGO;;;
1000004806;LUVA AZUM IMPT 4000UN;;;
1000005016;COBERTURA CHOCOLATE 6 X 2,5KG;;;
1000005026;FOLHA TEFLON TOSTADEIRA;;;
1000005078;COPO MCCAFE 200ML LOYALT 780UN;;;
1000005165;MOLHO PAT ITALIAN 180U/18G;;;
1000005367;PAO CLUBHOUSE CX CONG MB;;;
1000005379;BOLO CHOCOLATE CONGELADO;;;
1000005634;PAO GERGELIM PB CX CONG 180UN;;;
1000005645;MINI DRAG SBR OURO BRANCO 6KG;;;
1000005674;EMB GRAND CHEDDAR 400UN;;;
1000005677;BRINQ AFAMILIA DE DRAC 150UN;;;
1000005679;BRINQ BOLA DO FRANK 150UN;;;
1000005680;BRINQ CAMERA COM VISOR 150UN;;;
1000005681;BRINQ COPO DO DRAKC 150UN;;;
1000005691;PAO GRANDE INTEGRAL 8D CG;;;
1000005700;BALAO CANUDO FD - 10 X 50;;;
1000005701;BALAO MC LANCHE FELIZ FD-4X100;;;
1000005704;PAO GRAND INTEGRAL;;;
1000005710;BRINQ BUMBLEBEE 150UN;;;
1000005711;BRINQ PINKE PIE 150UN;;;
1000005712;BRINQ SPIKE 150UN;;;
1000005713;BRINQ TWILLIGHT  SPARKLE 150UN;;;
1000005714;BRINQ STARLIGHT GLIMMER 150UN;;;
1000005715;BRINQ OPTIMUS PRIME 150UN;;;
1000005717;BRINQ FLUTTERSHY 150UN;;;
1000005718;BRINQ GRIMLOCK 150UN;;;
1000005719;BRINQ STARSCREAM 150UN;;;
1000005720;BRINQ SHOCKWAVE 150UN;;;
1000005721;BRINQ RAINBOW DASH 150UN;;;
1000005722;BRINQ APPLE JACK 150UN;;;
1000005723;BRINQ WINDBLADE 150UN;;;
1000005724;BRINQ BUMBLEBEE RACER 150UN;;;
1000005730;BRINQ RARITY 150UN;;;
1000005732;HMB HOTEL TRANSILVANIA 3 500UN;;;
1300002187;MAXIGÃS (CILINDRO - REFIL - TURBOJET);;;
1300002588;KN50-X025 MANIPULO DA MANGUEIRA DO MICRO-SPRAY NSF COMPONENT HARDWARE;;;
1600000445;Petrogel / Filtros;;;
1600000891;GARFO EXTRA GRANDE REFEIÃÃO;;;
2500001210;Dioxido Carbono Cil T34 Kg;;;
SPED327306671;Dioxido Carbono Cil T34 Kg;;;
1000005018;BALAO MCLANCHE FELIZ 4000;;;
1000005132;FEIJAO PRETO;;;
1000005184;BEBIDA LACTEA BAUNILHA - 20L;;;
1000005600;BOLINHAS CHOCAMARGO KOP 6KG;;;
1000005601;BOLINHAS CHOC BRANCO KOP 6KG;;;
1000005602;BOLINHAS DE CHOC DE LEITE KOP 6KG;;;
1000005626;COGUMALO CARAMEI MOLHO 6KG;;;
1000005646;BRINQ  PERICÃPIO BATMAN 150U;;;
1000005647;BRINQ  MEGAFONE COM LUZ 150U;;;
